Time_sample,Sway_M1_sight_T1,Sway_M2_sight_T1,Sway_M3_sight_T1,Sway_M4_sight_T1,Sway_M1_sight_T2,Sway_M2_sight_T2,Sway_M3_sight_T2,Sway_M4_sight_T2,Sway_M1_sight_T3,Sway_M2_sight_T3,Sway_M3_sight_T3,Sway_M4_sight_T3,Sway_M1_nosight_T1,Sway_M2_nosight_T1,Sway_M3_nosight_T1,Sway_M4_nosight_T1,Sway_M1_nosight_T2,Sway_M2_nosight_T2,Sway_M3_nosight_T2,Sway_M4_nosight_T2,Sway_M1_nosight_T3,Sway_M2_nosight_T3,Sway_M3_nosight_T3,Sway_M4_nosight_T3
271,2.4,-9.5,5.8,7.3,2.2,2.5,-9.5,-0.5,2.1,2.2,2.2,2.5,2.9,-9.4,1.6,5.4,0.9,-9.5,0.6,5.5,3,-9.7,1,5.7
272,5.2,-6.7,9.4,8.9,5.5,5.8,-5.4,-2,5.4,5.5,5.6,5.8,5.8,-6,3.3,8.5,3.8,-6.1,2.3,8.5,5.9,-6.3,2.7,8.7
273,8.7,-3.1,11,10.4,8.6,9.5,-2.6,-3.1,8.5,8.6,8.7,8.9,8.5,-3.1,4.5,9.9,6.5,-3.2,3.5,9.9,8.5,-3.5,3.9,10.1
274,-8.6,-1.4,-10.1,-10.9,-8.2,-9,-1.5,-5,-8,-8.4,-8.5,-8.8,-8.4,-1.2,7,-10.3,-8.2,-1.3,6,-10,-8.5,-1.6,6.4,-9.8
275,-5,0,-8.9,-9.4,-4.9,-5.1,0,-10,-4.8,-5,-5,-5.3,-6.1,0,9.7,-8.6,-8.1,0,8.7,-8.3,-6.2,0,9.1,-8.1
276,-2.3,1.7,-5.4,-7.2,-2.1,-2.3,1.6,-10.1,-2,-2.1,-2.2,-2.4,-3.4,1.3,-9.9,-5.9,-5.4,1.4,-10.9,-5.6,-3.5,1.7,-10.4,-5.4
277,0,3.5,-4.9,-5.1,0,0,2.7,-6,0,0,0,0,0,3.3,-6.8,-3.8,0,3.4,-7.8,-3.5,0,3.7,-7.8,-3.3
278,2.4,7.1,-2.3,-2.4,2.2,2.5,5.5,-3.2,2.1,2.2,2.2,2.5,2.9,6.4,-4.2,-1.2,0.9,6.5,-5.2,-0.7,3,6.8,-4.8,-0.5
279,5.2,8.9,0,-1.7,5.5,5.8,9.6,-2.1,5.4,5.5,5.6,5.8,5.8,9.3,-2.9,-0.5,3.8,9.4,-3.9,-0.1,5.9,9.7,-3.5,-0.1
280,8.7,-9.5,2.6,0,8.6,9.5,-9.5,-0.6,8.5,8.6,8.7,8.9,8.5,-9.4,-1.5,0,6.5,-9.5,-2.5,0,8.5,-9.7,-2.1,0
281,-8.6,-6.7,5.1,1.9,-8.2,-9,-5.4,0,-8,-8.4,-8.5,-8.8,-8.4,-6,0,0.9,-8.2,-6.1,0,0.3,-8.5,-6.3,0,0.5
282,-5,-3.1,5.8,2.7,-4.9,-5.1,-2.6,-0.5,-4.8,-5,-5,-5.3,-6.1,-3.1,1.6,1.5,-8.1,-3.2,0.6,1.2,-6.2,-3.5,1,1.4
283,-2.3,-1.4,9.4,4.8,-2.1,-2.3,-1.5,-2,-2,-2.1,-2.2,-2.4,-3.4,-1.2,3.3,4,-5.4,-1.3,2.3,3.9,-3.5,-1.6,2.7,4.1
284,0,0,11,7.3,0,0,0,-3.1,0,0,0,0,0,0,4.5,5.4,0,0,3.5,5.5,0,0,3.9,5.7
285,2.4,1.7,-10.1,8.9,2.2,2.5,1.6,-5,2.1,2.2,2.2,2.5,2.9,1.3,7,8.5,0.9,1.4,6,8.5,3,1.7,6.4,8.7
286,5.2,3.5,-8.9,10.4,5.5,5.8,2.7,-10,5.4,5.5,5.6,5.8,5.8,3.3,9.7,9.9,3.8,3.4,8.7,9.9,5.9,3.7,9.1,10.1
287,8.7,7.1,-5.4,-10.9,8.6,9.5,5.5,-10.1,8.5,8.6,8.7,8.9,8.5,6.4,-9.9,-10.3,6.5,6.5,-10.9,-10,8.5,6.8,-10.4,-9.8
288,-8.6,8.9,-4.9,-9.4,-8.2,-9,9.6,-6,-8,-8.4,-8.5,-8.8,-8.4,9.3,-6.8,-8.6,-8.2,9.4,-7.8,-8.3,-8.5,9.7,-7.8,-8.1
289,-5,-9.5,-2.3,-7.2,-4.9,-5.1,-9.5,-3.2,-4.8,-5,-5,-5.3,-6.1,-9.4,-4.2,-5.9,-8.1,-9.5,-5.2,-5.6,-6.2,-9.7,-4.8,-5.4
290,-2.3,-6.7,0,-5.1,-2.1,-2.3,-5.4,-2.1,-2,-2.1,-2.2,-2.4,-3.4,-6,-2.9,-3.8,-5.4,-6.1,-3.9,-3.5,-3.5,-6.3,-3.5,-3.3
291,0,-3.1,2.6,-2.4,0,0,-2.6,-0.6,0,0,0,0,0,-3.1,-1.5,-1.2,0,-3.2,-2.5,-0.7,0,-3.5,-2.1,-0.5
292,2.4,-1.4,5.1,-1.7,2.2,2.5,-1.5,0,2.1,2.2,2.2,2.5,2.9,-1.2,0,-0.5,0.9,-1.3,0,-0.1,3,-1.6,0,-0.1
293,5.2,0,5.8,0,5.5,5.8,0,-0.5,5.4,5.5,5.6,5.8,5.8,0,1.6,0,3.8,0,0.6,0,5.9,0,1,0
294,8.7,1.7,9.4,1.9,8.6,9.5,1.6,-2,8.5,8.6,8.7,8.9,8.5,1.3,3.3,0.9,6.5,1.4,2.3,0.3,8.5,1.7,2.7,0.5
295,-8.6,3.5,11,2.7,-8.2,-9,2.7,-3.1,-8,-8.4,-8.5,-8.8,-8.4,3.3,4.5,1.5,-8.2,3.4,3.5,1.2,-8.5,3.7,3.9,1.4
296,-5,7.1,-10.1,4.8,-4.9,-5.1,5.5,-5,-4.8,-5,-5,-5.3,-6.1,6.4,7,4,-8.1,6.5,6,3.9,-6.2,6.8,6.4,4.1
297,-2.3,8.9,-8.9,7.3,-2.1,-2.3,9.6,-10,-2,-2.1,-2.2,-2.4,-3.4,9.3,9.7,5.4,-5.4,9.4,8.7,5.5,-3.5,9.7,9.1,5.7
298,0,-9.5,-5.4,8.9,0,0,-9.5,-10.1,0,0,0,0,0,-9.4,-9.9,8.5,0,-9.5,-10.9,8.5,0,-9.7,-10.4,8.7
299,2.4,-6.7,-4.9,10.4,2.2,2.5,-5.4,-6,2.1,2.2,2.2,2.5,2.9,-6,-6.8,9.9,0.9,-6.1,-7.8,9.9,3,-6.3,-7.8,10.1
300,5.2,-3.1,-2.3,-10.9,5.5,5.8,-2.6,-3.2,5.4,5.5,5.6,5.8,5.8,-3.1,-4.2,-10.3,3.8,-3.2,-5.2,-10,5.9,-3.5,-4.8,-9.8
301,8.7,-1.4,0,-9.4,8.6,9.5,-1.5,-2.1,8.5,8.6,8.7,8.9,8.5,-1.2,-2.9,-8.6,6.5,-1.3,-3.9,-8.3,8.5,-1.6,-3.5,-8.1
302,-8.6,0,2.6,-7.2,-8.2,-9,0,-0.6,-8,-8.4,-8.5,-8.8,-8.4,0,-1.5,-5.9,-8.2,0,-2.5,-5.6,-8.5,0,-2.1,-5.4
303,-5,1.7,5.1,-5.1,-4.9,-5.1,1.6,0,-4.8,-5,-5,-5.3,-6.1,1.3,0,-3.8,-8.1,1.4,0,-3.5,-6.2,1.7,0,-3.3
304,-2.3,3.5,5.8,-2.4,-2.1,-2.3,2.7,-0.5,-2,-2.1,-2.2,-2.4,-3.4,3.3,1.6,-1.2,-5.4,3.4,0.6,-0.7,-3.5,3.7,1,-0.5
305,0,7.1,9.4,-1.7,0,0,5.5,-2,0,0,0,0,0,6.4,3.3,-0.5,0,6.5,2.3,-0.1,0,6.8,2.7,-0.1
306,2.4,8.9,11,0,2.2,2.5,9.6,-3.1,2.1,2.2,2.2,2.5,2.9,9.3,4.5,0,0.9,9.4,3.5,0,3,9.7,3.9,0
307,5.2,-9.5,-10.1,1.9,5.5,5.8,-9.5,-5,5.4,5.5,5.6,5.8,5.8,-9.4,7,0.9,3.8,-9.5,6,0.3,5.9,-9.7,6.4,0.5
308,8.7,-6.7,-8.9,2.7,8.6,9.5,-5.4,-10,8.5,8.6,8.7,8.9,8.5,-6,9.7,1.5,6.5,-6.1,8.7,1.2,8.5,-6.3,9.1,1.4
309,-8.6,-3.1,-5.4,4.8,-8.2,-9,-2.6,-10.1,-8,-8.4,-8.5,-8.8,-8.4,-3.1,-9.9,4,-8.2,-3.2,-10.9,3.9,-8.5,-3.5,-10.4,4.1
310,-5,-1.4,-4.9,7.3,-4.9,-5.1,-1.5,-6,-4.8,-5,-5,-5.3,-6.1,-1.2,-6.8,5.4,-8.1,-1.3,-7.8,5.5,-6.2,-1.6,-7.8,5.7
311,-2.3,0,-2.3,8.9,-2.1,-2.3,0,-3.2,-2,-2.1,-2.2,-2.4,-3.4,0,-4.2,8.5,-5.4,0,-5.2,8.5,-3.5,0,-4.8,8.7
312,0,1.7,0,10.4,0,0,1.6,-2.1,0,0,0,0,0,1.3,-2.9,9.9,0,1.4,-3.9,9.9,0,1.7,-3.5,10.1
313,2.4,3.5,2.6,-10.9,2.2,2.5,2.7,-0.6,2.1,2.2,2.2,2.5,2.9,3.3,-1.5,-10.3,0.9,3.4,-2.5,-10,3,3.7,-2.1,-9.8
314,5.2,7.1,5.1,-9.4,5.5,5.8,5.5,0,5.4,5.5,5.6,5.8,5.8,6.4,0,-8.6,3.8,6.5,0,-8.3,5.9,6.8,0,-8.1
315,8.7,8.9,5.8,-7.2,8.6,9.5,9.6,-0.5,8.5,8.6,8.7,8.9,8.5,9.3,1.6,-5.9,6.5,9.4,0.6,-5.6,8.5,9.7,1,-5.4
316,-8.6,-9.5,9.4,-5.1,-8.2,-9,-9.5,-2,-8,-8.4,-8.5,-8.8,-8.4,-9.4,3.3,-3.8,-8.2,-9.5,2.3,-3.5,-8.5,-9.7,2.7,-3.3
317,-5,-6.7,11,-2.4,-4.9,-5.1,-5.4,-3.1,-4.8,-5,-5,-5.3,-6.1,-6,4.5,-1.2,-8.1,-6.1,3.5,-0.7,-6.2,-6.3,3.9,-0.5
318,-2.3,-3.1,-10.1,-1.7,-2.1,-2.3,-2.6,-5,-2,-2.1,-2.2,-2.4,-3.4,-3.1,7,-0.5,-5.4,-3.2,6,-0.1,-3.5,-3.5,6.4,-0.1
319,0,-1.4,-8.9,0,0,0,-1.5,-10,0,0,0,0,0,-1.2,9.7,0,0,-1.3,8.7,0,0,-1.6,9.1,0
320,2.4,0,-5.4,1.9,2.2,2.5,0,-10.1,2.1,2.2,2.2,2.5,2.9,0,-9.9,0.9,0.9,0,-10.9,0.3,3,0,-10.4,0.5
321,5.2,1.7,-4.9,2.7,5.5,5.8,1.6,-6,5.4,5.5,5.6,5.8,5.8,1.3,-6.8,1.5,3.8,1.4,-7.8,1.2,5.9,1.7,-7.8,1.4
322,8.7,3.5,-2.3,4.8,8.6,9.5,2.7,-3.2,8.5,8.6,8.7,8.9,8.5,3.3,-4.2,4,6.5,3.4,-5.2,3.9,8.5,3.7,-4.8,4.1
323,-8.6,7.1,0,7.3,-8.2,-9,5.5,-2.1,-8,-8.4,-8.5,-8.8,-8.4,6.4,-2.9,5.4,-8.2,6.5,-3.9,5.5,-8.5,6.8,-3.5,5.7
324,-5,8.9,2.6,8.9,-4.9,-5.1,9.6,-0.6,-4.8,-5,-5,-5.3,-6.1,9.3,-1.5,8.5,-8.1,9.4,-2.5,8.5,-6.2,9.7,-2.1,8.7
325,-2.3,-9.5,5.1,10.4,-2.1,-2.3,-9.5,0,-2,-2.1,-2.2,-2.4,-3.4,-9.4,0,9.9,-5.4,-9.5,0,9.9,-3.5,-9.7,0,10.1
326,0,-6.7,5.8,-10.9,0,0,-5.4,-0.5,0,0,0,0,0,-6,1.6,-10.3,0,-6.1,0.6,-10,0,-6.3,1,-9.8
327,2.4,-3.1,9.4,-9.4,2.2,2.5,-2.6,-2,2.1,2.2,2.2,2.5,2.9,-3.1,3.3,-8.6,0.9,-3.2,2.3,-8.3,3,-3.5,2.7,-8.1
328,5.2,-1.4,11,-7.2,5.5,5.8,-1.5,-3.1,5.4,5.5,5.6,5.8,5.8,-1.2,4.5,-5.9,3.8,-1.3,3.5,-5.6,5.9,-1.6,3.9,-5.4
329,8.7,0,-8.9,-5.1,8.6,9.5,0,-5,8.5,8.6,8.7,8.9,8.5,0,7,-3.8,6.5,0,6,-3.5,8.5,0,6.4,-3.3
330,-8.6,1.7,-5.4,-2.4,-8.2,-9,1.6,-10,-8,-8.4,-8.5,-8.8,-8.4,1.3,9.7,-1.2,-8.2,1.4,8.7,-0.7,-8.5,1.7,9.1,-0.5
331,-5,3.5,-4.9,-1.7,-4.9,-5.1,2.7,-10.1,-4.8,-5,-5,-5.3,-6.1,3.3,-9.9,-0.5,-8.1,3.4,-10.9,-0.1,-6.2,3.7,-10.4,-0.1
332,-2.3,7.1,-2.3,0,-2.1,-2.3,5.5,-6,-2,-2.1,-2.2,-2.4,-3.4,6.4,-6.8,0,-5.4,6.5,-7.8,0,-3.5,6.8,-7.8,0
333,0,8.9,0,1.9,0,0,9.6,-3.2,0,0,0,0,0,9.3,-4.2,0.9,0,9.4,-5.2,0.3,0,9.7,-4.8,0.5
334,2.4,-9.5,2.6,2.7,2.2,2.5,-9.5,-2.1,2.1,2.2,2.2,2.5,2.9,-9.4,-2.9,1.5,0.9,-9.5,-3.9,1.2,3,-9.7,-3.5,1.4
335,5.2,-6.7,5.1,4.8,5.5,5.8,-5.4,-0.6,5.4,5.5,5.6,5.8,5.8,-6,-1.5,4,3.8,-6.1,-2.5,3.9,5.9,-6.3,-2.1,4.1
336,8.7,-3.1,5.8,7.3,8.6,9.5,-2.6,0,8.5,8.6,8.7,8.9,8.5,-3.1,0,5.4,6.5,-3.2,0,5.5,8.5,-3.5,0,5.7
337,-8.6,-1.4,9.4,8.9,-8.2,-9,-1.5,-0.5,-8,-8.4,-8.5,-8.8,-8.4,-1.2,1.6,8.5,-8.2,-1.3,0.6,8.5,-8.5,-1.6,1,8.7
338,-5,0,11,10.4,-4.9,-5.1,0,-2,-4.8,-5,-5,-5.3,-6.1,0,3.3,9.9,-8.1,0,2.3,9.9,-6.2,0,2.7,10.1
339,-2.3,1.7,-10.1,-10.9,-2.1,-2.3,1.6,-3.1,-2,-2.1,-2.2,-2.4,-3.4,1.3,4.5,-10.3,-5.4,1.4,3.5,-10,-3.5,1.7,3.9,-9.8
340,0,3.5,-8.9,-9.4,0,0,2.7,-5,0,0,0,0,0,3.3,7,-8.6,0,3.4,6,-8.3,0,3.7,6.4,-8.1
341,2.4,7.1,-5.4,-7.2,2.2,2.5,5.5,-10,2.1,2.2,2.2,2.5,2.9,6.4,9.7,-5.9,0.9,6.5,8.7,-5.6,3,6.8,9.1,-5.4
342,5.2,8.9,-4.9,-5.1,5.5,5.8,9.6,-10.1,5.4,5.5,5.6,5.8,5.8,9.3,-9.9,-3.8,3.8,9.4,-10.9,-3.5,5.9,9.7,-10.4,-3.3
343,8.7,-9.5,-2.3,-2.4,8.6,9.5,-9.5,-6,8.5,8.6,8.7,8.9,8.5,-9.4,-6.8,-1.2,6.5,-9.5,-7.8,-0.7,8.5,-9.7,-7.8,-0.5
344,-8.6,-6.7,0,-1.7,-8.2,-9,-5.4,-3.2,-8,-8.4,-8.5,-8.8,-8.4,-6,-4.2,-0.5,-8.2,-6.1,-5.2,-0.1,-8.5,-6.3,-4.8,-0.1
345,-5,-3.1,2.6,0,-4.9,-5.1,-2.6,-2.1,-4.8,-5,-5,-5.3,-6.1,-3.1,-2.9,0,-8.1,-3.2,-3.9,0,-6.2,-3.5,-3.5,0
346,-2.3,-1.4,5.1,1.9,-2.1,-2.3,-1.5,-0.6,-2,-2.1,-2.2,-2.4,-3.4,-1.2,-1.5,0.9,-5.4,-1.3,-2.5,0.3,-3.5,-1.6,-2.1,0.5
347,0,0,5.8,2.7,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,1.2,0,0,0,1.4
348,2.4,1.7,9.4,4.8,2.2,2.5,1.6,-0.5,2.1,2.2,2.2,2.5,2.9,1.3,1.6,4,0.9,1.4,0.6,3.9,3,1.7,1,4.1
349,5.2,3.5,11,7.3,5.5,5.8,2.7,-2,5.4,5.5,5.6,5.8,5.8,3.3,3.3,5.4,3.8,3.4,2.3,5.5,5.9,3.7,2.7,5.7
350,8.7,7.1,-10.1,8.9,8.6,9.5,5.5,-3.1,8.5,8.6,8.7,8.9,8.5,6.4,4.5,8.5,6.5,6.5,3.5,8.5,8.5,6.8,3.9,8.7
351,-8.6,8.9,-8.9,10.4,-8.2,-9,9.6,-5,-8,-8.4,-8.5,-8.8,-8.4,9.3,7,9.9,-8.2,9.4,6,9.9,-8.5,9.7,6.4,10.1
352,-5,-9.5,-5.4,-10.9,-4.9,-5.1,-9.5,-10,-4.8,-5,-5,-5.3,-6.1,-9.4,9.7,-10.3,-8.1,-9.5,8.7,-10,-6.2,-9.7,9.1,-9.8
353,-2.3,-6.7,-4.9,-9.4,-2.1,-2.3,-5.4,-10.1,-2,-2.1,-2.2,-2.4,-3.4,-6,-9.9,-8.6,-5.4,-6.1,-10.9,-8.3,-3.5,-6.3,-10.4,-8.1
354,0,-3.1,-2.3,-7.2,0,0,-2.6,-6,0,0,0,0,0,-3.1,-6.8,-5.9,0,-3.2,-7.8,-5.6,0,-3.5,-7.8,-5.4
355,2.4,-1.4,0,-5.1,2.2,2.5,-1.5,-3.2,2.1,2.2,2.2,2.5,2.9,-1.2,-4.2,-3.8,0.9,-1.3,-5.2,-3.5,3,-1.6,-4.8,-3.3
356,5.2,0,2.6,-2.4,5.5,5.8,0,-2.1,5.4,5.5,5.6,5.8,5.8,0,-2.9,-1.2,3.8,0,-3.9,-0.7,5.9,0,-3.5,-0.5
357,8.7,1.7,5.1,-1.7,8.6,9.5,1.6,-0.6,8.5,8.6,8.7,8.9,8.5,1.3,-1.5,-0.5,6.5,1.4,-2.5,-0.1,8.5,1.7,-2.1,-0.1
358,-8.6,3.5,5.8,0,-8.2,-9,2.7,0,-8,-8.4,-8.5,-8.8,-8.4,3.3,0,0,-8.2,3.4,0,0,-8.5,3.7,0,0
359,-5,7.1,9.4,1.9,-4.9,-5.1,5.5,-0.5,-4.8,-5,-5,-5.3,-6.1,6.4,1.6,0.9,-8.1,6.5,0.6,0.3,-6.2,6.8,1,0.5
360,-2.3,8.9,11,2.7,-2.1,-2.3,9.6,-2,-2,-2.1,-2.2,-2.4,-3.4,9.3,3.3,1.5,-5.4,9.4,2.3,1.2,-3.5,9.7,2.7,1.4
361,0,-9.5,-10.1,4.8,0,0,-9.5,-3.1,0,0,0,0,0,-9.4,4.5,4,0,-9.5,3.5,3.9,0,-9.7,3.9,4.1
362,2.4,-6.7,-8.9,7.3,2.2,2.5,-5.4,-5,2.1,2.2,2.2,2.5,2.9,-6,7,5.4,0.9,-6.1,6,5.5,3,-6.3,6.4,5.7
363,5.2,-3.1,-5.4,8.9,5.5,5.8,-2.6,-10,5.4,5.5,5.6,5.8,5.8,-3.1,9.7,8.5,3.8,-3.2,8.7,8.5,5.9,-3.5,9.1,8.7
364,8.7,-1.4,-4.9,10.4,8.6,9.5,-1.5,-10.1,8.5,8.6,8.7,8.9,8.5,-1.2,-9.9,9.9,6.5,-1.3,-10.9,9.9,8.5,-1.6,-10.4,10.1
365,-8.6,0,-2.3,-10.9,-8.2,-9,0,-6,-8,-8.4,-8.5,-8.8,-8.4,0,-6.8,-10.3,-8.2,0,-7.8,-10,-8.5,0,-7.8,-9.8
366,-5,1.7,0,-9.4,-4.9,-5.1,1.6,-3.2,-4.8,-5,-5,-5.3,-6.1,1.3,-4.2,-8.6,-8.1,1.4,-5.2,-8.3,-6.2,1.7,-4.8,-8.1
367,-2.3,3.5,2.6,-7.2,-2.1,-2.3,2.7,-2.1,-2,-2.1,-2.2,-2.4,-3.4,3.3,-2.9,-5.9,-5.4,3.4,-3.9,-5.6,-3.5,3.7,-3.5,-5.4
368,0,7.1,5.1,-5.1,0,0,5.5,-0.6,0,0,0,0,0,6.4,-1.5,-3.8,0,6.5,-2.5,-3.5,0,6.8,-2.1,-3.3
369,2.4,8.9,5.8,-2.4,2.2,2.5,9.6,0,2.1,2.2,2.2,2.5,2.9,9.3,0,-1.2,0.9,9.4,0,-0.7,3,9.7,0,-0.5
370,5.2,-9.5,9.4,-1.7,5.5,5.8,-9.5,-0.5,5.4,5.5,5.6,5.8,5.8,-9.4,1.6,-0.5,3.8,-9.5,0.6,-0.1,5.9,-9.7,1,-0.1
371,8.7,-6.7,11,0,8.6,9.5,-5.4,-2,8.5,8.6,8.7,8.9,8.5,-6,3.3,0,6.5,-6.1,2.3,0,8.5,-6.3,2.7,0
372,-8.6,-3.1,-10.1,1.9,-8.2,-9,-2.6,-3.1,-8,-8.4,-8.5,-8.8,-8.4,-3.1,4.5,0.9,-8.2,-3.2,3.5,0.3,-8.5,-3.5,3.9,0.5
373,-5,-1.4,-8.9,2.7,-4.9,-5.1,-1.5,-5,-4.8,-5,-5,-5.3,-6.1,-1.2,7,1.5,-8.1,-1.3,6,1.2,-6.2,-1.6,6.4,1.4
374,-2.3,0,-5.4,4.8,-2.1,-2.3,0,-10,-2,-2.1,-2.2,-2.4,-3.4,0,9.7,4,-5.4,0,8.7,3.9,-3.5,0,9.1,4.1
375,0,1.7,-4.9,7.3,0,0,1.6,-10.1,0,0,0,0,0,1.3,-9.9,5.4,0,1.4,-10.9,5.5,0,1.7,-10.4,5.7
376,2.4,3.5,-2.3,8.9,2.2,2.5,2.7,-6,2.1,2.2,2.2,2.5,2.9,3.3,-6.8,8.5,0.9,3.4,-7.8,8.5,3,3.7,-7.8,8.7
377,5.2,7.1,0,10.4,5.5,5.8,5.5,-3.2,5.4,5.5,5.6,5.8,5.8,6.4,-4.2,9.9,3.8,6.5,-5.2,9.9,5.9,6.8,-4.8,10.1
378,8.7,8.9,2.6,-10.9,8.6,9.5,9.6,-2.1,8.5,8.6,8.7,8.9,8.5,9.3,-2.9,-10.3,6.5,9.4,-3.9,-10,8.5,9.7,-3.5,-9.8
379,-8.6,-9.5,5.1,-9.4,-8.2,-9,-9.5,-0.6,-8,-8.4,-8.5,-8.8,-8.4,-9.4,-1.5,-8.6,-8.2,-9.5,-2.5,-8.3,-8.5,-9.7,-2.1,-8.1
380,-5,-6.7,5.8,-7.2,-4.9,-5.1,-5.4,0,-4.8,-5,-5,-5.3,-6.1,-6,0,-5.9,-8.1,-6.1,0,-5.6,-6.2,-6.3,0,-5.4
381,-2.3,-3.1,9.4,-5.1,-2.1,-2.3,-2.6,-0.5,-2,-2.1,-2.2,-2.4,-3.4,-3.1,1.6,-3.8,-5.4,-3.2,0.6,-3.5,-3.5,-3.5,1,-3.3
382,0,-1.4,11,-2.4,0,0,-1.5,-2,0,0,0,0,0,-1.2,3.3,-1.2,0,-1.3,2.3,-0.7,0,-1.6,2.7,-0.5
383,2.4,0,-10.1,-1.7,2.2,2.5,0,-3.1,2.1,2.2,2.2,2.5,2.9,0,4.5,-0.5,0.9,0,3.5,-0.1,3,0,3.9,-0.1
384,5.2,1.7,-8.9,0,5.5,5.8,1.6,-5,5.4,5.5,5.6,5.8,5.8,1.3,7,0,3.8,1.4,6,0,5.9,1.7,6.4,0
385,8.7,3.5,-5.4,1.9,8.6,9.5,2.7,-10,8.5,8.6,8.7,8.9,8.5,3.3,9.7,0.9,6.5,3.4,8.7,0.3,8.5,3.7,9.1,0.5
386,-8.6,7.1,-4.9,2.7,-8.2,-9,5.5,-10.1,-8,-8.4,-8.5,-8.8,-8.4,6.4,-9.9,1.5,-8.2,6.5,-10.9,1.2,-8.5,6.8,-10.4,1.4
387,-5,8.9,-2.3,4.8,-4.9,-5.1,9.6,-6,-4.8,-5,-5,-5.3,-6.1,9.3,-6.8,4,-8.1,9.4,-7.8,3.9,-6.2,9.7,-7.8,4.1
388,-2.3,-9.5,0,7.3,-2.1,-2.3,-9.5,-3.2,-2,-2.1,-2.2,-2.4,-3.4,-9.4,-4.2,5.4,-5.4,-9.5,-5.2,5.5,-3.5,-9.7,-4.8,5.7
389,0,-6.7,2.6,8.9,0,0,-5.4,-2.1,0,0,0,0,0,-6,-2.9,8.5,0,-6.1,-3.9,8.5,0,-6.3,-3.5,8.7
390,2.4,-3.1,5.1,10.4,2.2,2.5,-2.6,-0.6,2.1,2.2,2.2,2.5,2.9,-3.1,-1.5,9.9,0.9,-3.2,-2.5,9.9,3,-3.5,-2.1,10.1
391,5.2,-1.4,5.8,-10.9,5.5,5.8,-1.5,0,5.4,5.5,5.6,5.8,5.8,-1.2,0,-10.3,3.8,-1.3,0,-10,5.9,-1.6,0,-9.8
392,8.7,0,9.4,-9.4,8.6,9.5,0,-0.5,8.5,8.6,8.7,8.9,8.5,0,1.6,-8.6,6.5,0,0.6,-8.3,8.5,0,1,-8.1
393,-8.6,1.7,11,-7.2,-8.2,-9,1.6,-2,-8,-8.4,-8.5,-8.8,-8.4,1.3,3.3,-5.9,-8.2,1.4,2.3,-5.6,-8.5,1.7,2.7,-5.4
394,-5,3.5,-10.1,-5.1,-4.9,-5.1,2.7,-3.1,-4.8,-5,-5,-5.3,-6.1,3.3,4.5,-3.8,-8.1,3.4,3.5,-3.5,-6.2,3.7,3.9,-3.3
395,-2.3,7.1,-8.9,-2.4,-2.1,-2.3,5.5,-5,-2,-2.1,-2.2,-2.4,-3.4,6.4,7,-1.2,-5.4,6.5,6,-0.7,-3.5,6.8,6.4,-0.5
396,0,8.9,-5.4,-1.7,0,0,9.6,-10,0,0,0,0,0,9.3,9.7,-0.5,0,9.4,8.7,-0.1,0,9.7,9.1,-0.1
397,2.4,-9.5,-4.9,0,2.2,2.5,-9.5,-10.1,2.1,2.2,2.2,2.5,2.9,-9.4,-9.9,0,0.9,-9.5,-10.9,0,3,-9.7,-10.4,0
398,5.2,-6.7,-2.3,1.9,5.5,5.8,-5.4,-6,5.4,5.5,5.6,5.8,5.8,-6,-6.8,0.9,3.8,-6.1,-7.8,0.3,5.9,-6.3,-7.8,0.5
399,8.7,-3.1,0,2.7,8.6,9.5,-2.6,-3.2,8.5,8.6,8.7,8.9,8.5,-3.1,-4.2,1.5,6.5,-3.2,-5.2,1.2,8.5,-3.5,-4.8,1.4
400,-8.6,-1.4,2.6,4.8,-8.2,-9,-1.5,-2.1,-8,-8.4,-8.5,-8.8,-8.4,-1.2,-2.9,4,-8.2,-1.3,-3.9,3.9,-8.5,-1.6,-3.5,4.1
401,-5,0,5.1,7.3,-4.9,-5.1,0,-0.6,-4.8,-5,-5,-5.3,-6.1,0,-1.5,5.4,-8.1,0,-2.5,5.5,-6.2,0,-2.1,5.7
402,-2.3,1.7,5.8,8.9,-2.1,-2.3,1.6,0,-2,-2.1,-2.2,-2.4,-3.4,1.3,0,8.5,-5.4,1.4,0,8.5,-3.5,1.7,0,8.7
403,0,3.5,9.4,10.4,0,0,2.7,-0.5,0,0,0,0,0,3.3,1.6,9.9,0,3.4,0.6,9.9,0,3.7,1,10.1
404,2.4,7.1,11,-10.9,2.2,2.5,5.5,-2,2.1,2.2,2.2,2.5,2.9,6.4,3.3,-10.3,0.9,6.5,2.3,-10,3,6.8,2.7,-9.8
405,5.2,8.9,-10.1,-9.4,5.5,5.8,9.6,-3.1,5.4,5.5,5.6,5.8,5.8,9.3,4.5,-8.6,3.8,9.4,3.5,-8.3,5.9,9.7,3.9,-8.1
406,8.7,-9.5,-8.9,-7.2,8.6,9.5,-9.5,-5,8.5,8.6,8.7,8.9,8.5,-9.4,7,-5.9,6.5,-9.5,6,-5.6,8.5,-9.7,6.4,-5.4
407,-8.6,-6.7,-5.4,-5.1,-8.2,-9,-5.4,-10,-8,-8.4,-8.5,-8.8,-8.4,-6,9.7,-3.8,-8.2,-6.1,8.7,-3.5,-8.5,-6.3,9.1,-3.3
